Message,Label
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
"Hey Devon, just checking in — are you free for a quick sync on the financial forecast tomorrow?",No Attack
Let's schedule 1:1 next week to discuss career goals and development.,No Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime. Thanks!",No Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://example.com/login?id=76910.,Attack
I've been assigned to audit the customer list; share the files and I'll mark them confidential.,Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://secure-login.net/confirm?id=14244.,Attack
Can you help me test the staging build later today? I need another pair of eyes.,No Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://notion.so/secure?id=72463 and provide your details to claim it.,Attack
Would you be able to share the meeting minutes from last week?,No Attack
Can you do me a favour? This is super important to me — send over the client list and I'll handle the rest.,Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://notion.so/update?id=33081,Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
"Would you be able to share the meeting minutes from last week?

Best,
Dana",No Attack
Please update the spreadsheet with your holiday dates when you get a chance.,No Attack
"Could you share the link to the document you mentioned? I couldn't find it.

Best,
Robin",No Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://safe-verify.org/docs?id=69303,Attack
Would you be able to share the meeting minutes from last week?,No Attack
Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
Can you help me test the staging build later today? I need another pair of eyes. Please advise.,No Attack
"Please find attached the notes from today's call. Let me know if I missed anything.

Best,
Sam",No Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
Reminder: the team meeting is at 10 AM. Agenda: security audit status and next steps.,No Attack
Immediate action required: confirm your credentials at https://safe-verify.org/secure?id=38627 to prevent account suspension.,Attack
Please read: Your account has been compromised. Reset your password now at https://trust-pay.io/docs?id=16086 or you'll lose access.,Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://trust-pay.io/secure?id=38551 and provide your details to claim it.,Attack
Your account has been compromised. Reset your password now at https://safe-verify.org/claim?id=37175 or you'll lose access.,Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
Happy Birthday Morgan! Hope you have a great day.,No Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
Can you help me test the staging build later today? I need another pair of eyes.,No Attack
Could you share the link to the document you mentioned? I couldn't find it.,No Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://trust-pay.io/verify?id=57707,Attack
I found something alarming about your account — please confirm your banking details at https://acme-corp.com/login?id=15965.,Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://acme-corp.com/reset?id=69232 Can you confirm?,Attack
Please update the spreadsheet with your holiday dates when you get a chance.,No Attack
"Please read: Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
Could you share the link to the document you mentioned? I couldn't find it. Let me know if that works.,No Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://notion.so/claim?id=67840,Attack
"Hey, I'm new here and everyone is so cold... Could you share your access so I can finish this task?",Attack
Urgent: I found something alarming about your account — please confirm your banking details at https://notion.so/login?id=11520.,Attack
I've been assigned to audit the sales pipeline; share the files and I'll mark them confidential. Ping me if you have questions.,Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://example.com/login?id=50779,Attack
Urgent: You've been pre-approved for an exclusive offer. I need your details to process it at https://example.com/claim?id=16014.,Attack
Could you share the link to the document you mentioned? I couldn't find it. Appreciate it.,No Attack
"Important: I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately.

Thanks, Team",Attack
Could you share the link to the document you mentioned? I couldn't find it.,No Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://trust-pay.io/reset?id=23423,Attack
"I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately.",Attack
Your account has been compromised. Reset your password now at https://safe-verify.org/offer?id=88697 or you'll lose access.,Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.

Thanks, Jordan",Attack
I'd love your feedback on the new template when you have time.,No Attack
Thanks for the great work on the research notes. Let's celebrate at lunch on Friday.,No Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
Urgent: I saw a weird transaction on your account. Confirm your payment details here: https://secure-login.net/reset?id=88907,Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://secure-login.net/offer?id=26683.,Attack
Urgent: Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://acme-corp.com/docs?id=90785 and provide your details to claim it.,Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.

Thanks, Admin",Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
Thanks for your help earlier — the fix worked perfectly. Appreciate it.,No Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
"Hey, it's Dana Taylor from Globex. I need your help urgently with the financial forecast — can you share your login so I can finish this now?",Attack
"Can you help me test the staging build later today? I need another pair of eyes.

Best,
Chris",No Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://secure-login.net/auth?id=24064.,Attack
Urgent: I saw a weird transaction on your account... Confirm your payment details here: https://safe-verify...org/secure?id=18739 Can you confirm?,Attack
I'd love your feedback on the new template when you have time.,No Attack
"Hey, it's Arjun Das from Quantum Solutions. I need your help urgently with the product spec — can you share your login so I can finish this now?",Attack
Please read: Your account has been compromised. Reset your password now at https://example.com/secure?id=78126 or you'll lose access. Ping me if you have questions.,Attack
"Please find attached the notes from today's call. Let me know if I missed anything.

Best,
Lee",No Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://notion.so/reset?id=47560.,Attack
Immediate action required: confirm your credentials at https://notion...so/docs?id=81638 to prevent account suspension...,Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://notion.so/update?id=58503,Attack
I'm impressed with your recent work — would you like to present it to the team?,No Attack
The boss is furious about the sales pipeline. Can you send me the latest files so I can fix this before the meeting?,Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
Can you do me a favour? This is super important to me — send over the client list and I'll handle the rest.,Attack
"Hey Devon, just checking in — are you free for a quick sync on the budget report tomorrow?

Best,
Cameron",No Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
We need to verify your identity before payroll — confirm details at https://secure-login.net/confirm?id=51482,Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
Huge congratulations! You've been selected for an exclusive reward... Click https://notion...so/confirm?id=92667 and provide your details to claim it...,Attack
Could you share the link to the document you mentioned? I couldn't find it.,No Attack
"Can you review this draft when you have a moment? No rush, just want your feedback.",No Attack
The boss is furious about the deployment script. Can you send me the latest files so I can fix this before the meeting?,Attack
I've been assigned to audit the Q3 deliverables; share the files and I'll mark them confidential. Please advise.,Attack
Can you do me a favour? This is super important to me — send over the client list and I'll handle the rest.,Attack
Important: The boss is furious about the budget report. Can you send me the latest files so I can fix this before the meeting? Ping me if you have questions.,Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://example.com/verify?id=84890,Attack
I've been assigned to audit the confidential roadmap; share the files and I'll mark them confidential.,Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://example.com/verify?id=46670.,Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://secure-login.net/claim?id=94874,Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Nimbus Labs. I promise it's quick.",Attack
Can we postpone the meeting to Thursday? I have a conflict.,No Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://safe-verify.org/reset?id=54341,Attack
"FYI: we've updated the internal wiki with the new onboarding steps.

Best,
Alex",No Attack
Great job on the presentation — the client loved it. Can you send the slides?,No Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
"Urgent: Hey, it's Riley Khan from Stellar Inc. I need your help urgently with the security audit — can you share your login so I can finish this now?",Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Notion. I promise it's quick.",Attack
I saw a weird transaction on your account. Confirm your payment details here: https://safe-verify.org/docs?id=89223,Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
I saw a weird transaction on your account. Confirm your payment details here: https://secure-login.net/claim?id=15577,Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://example.com/login?id=62034,Attack
"Hey, it's Lee Mehta from BrightCo. I need your help urgently with the confidential roadmap — can you share your login so I can finish this now?",Attack
"Can you help me test the staging build later today? I need another pair of eyes.

Best,
Meera",No Attack
I've been assigned to audit the deployment script; share the files and I'll mark them confidential.,Attack
Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
We need to verify your identity before payroll — confirm details at https://example.com/verify?id=17362,Attack
Urgent: There was a policy change affecting your account. Please confirm your SSN and DOB at https://acme-corp.com/reset?id=77357,Attack
Reminder: the team meeting is at 10 AM. Agenda: research notes status and next steps.,No Attack
"Your mailbox exceeded quota... Follow https://example...com/login?id=51795 to avoid losing emails...

Thanks, Team",Attack
Thanks for the great work on the Q3 deliverables. Let's celebrate at lunch on Friday. Appreciate it.,No Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://secure-login.net/secure?id=37112 and provide your details to claim it.,Attack
I saw a weird transaction on your account... Confirm your payment details here: https://safe-verify...org/auth?id=20101,Attack
Your account has been compromised. Reset your password now at https://secure-login.net/login?id=89593 or you'll lose access.,Attack
Would you be able to share the meeting minutes from last week? Please advise.,No Attack
Your mailbox exceeded quota. Follow https://safe-verify.org/reset?id=51180 to avoid losing emails.,Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
"Appreciate your input on the doc — minor edits only.

Best,
Arjun",No Attack
I'm impressed with your recent work — would you like to present it to the team?,No Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Astra Systems. I promise it's quick. Can you confirm?",Attack
Important: I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
"Hey Meera, just checking in — are you free for a quick sync on the confidential roadmap tomorrow?",No Attack
Please read: Immediate action required: confirm your credentials at https://secure-login.net/auth?id=56934 to prevent account suspension.,Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://trust-pay.io/update?id=21128,Attack
We need to verify your identity before payroll — confirm details at https://acme-corp.com/verify?id=38266,Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime. Can you confirm?",No Attack
"Would you be able to share the meeting minutes from last week?

Best,
Cameron",No Attack
We need to verify your identity before payroll — confirm details at https://safe-verify...org/offer?id=30203,Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://example.com/update?id=57526,Attack
Important: The boss is furious about the confidential roadmap. Can you send me the latest files so I can fix this before the meeting?,Attack
I found something alarming about your account — please confirm your banking details at https://secure-login.net/login?id=58096.,Attack
"Hey Jamie, just checking in — are you free for a quick sync on the sales pipeline tomorrow?",No Attack
Your recent project was outstanding! Could you send me the full report (including attachments)? Let me know if that works.,Attack
I saw a weird transaction on your account. Confirm your payment details here: https://acme-corp.com/docs?id=77271 Ping me if you have questions.,Attack
The boss is furious about the sales pipeline. Can you send me the latest files so I can fix this before the meeting?,Attack
I've been assigned to audit the financial forecast; share the files and I'll mark them confidential...,Attack
"I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately.

Thanks, Anita",Attack
"I saw a weird transaction on your account. Confirm your payment details here: https://acme-corp.com/offer?id=68459

Thanks, Admin",Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Finity. I promise it's quick.

Thanks, Team",Attack
I've been assigned to audit the Q3 deliverables; share the files and I'll mark them confidential.,Attack
"Urgent: I saw a weird transaction on your account. Confirm your payment details here: https://trust-pay.io/verify?id=53478

Thanks, Team",Attack
Can we postpone the meeting to Thursday? I have a conflict.,No Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with BrightCo. I promise it's quick.",Attack
"I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately.",Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://trust-pay.io/offer?id=47388 Appreciate your help.,Attack
We need to verify your identity before payroll — confirm details at https://safe-verify.org/verify?id=38545,Attack
Would you be able to share the meeting minutes from last week?,No Attack
Please update the spreadsheet with your holiday dates when you get a chance.,No Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Stellar Inc. I promise it's quick.",Attack
We need to verify your identity before payroll — confirm details at https://example.com/login?id=42487,Attack
Happy Birthday Isha! Hope you have a great day.,No Attack
"I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately.",Attack
Please update the spreadsheet with your holiday dates when you get a chance.,No Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://trust-pay.io/docs?id=55943,Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Notion. I promise it's quick.",Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
Great job on the presentation — the client loved it. Can you send the slides?,No Attack
"I'm impressed with your recent work — would you like to present it to the team?

Best,
Shawn",No Attack
"Huge congratulations! You've been selected for an exclusive reward. Click https://safe-verify.org/login?id=61068 and provide your details to claim it.

Thanks, Taylor Ping me if you have questions.",Attack
"I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately.",Attack
Thanks for the great work on the financial forecast. Let's celebrate at lunch on Friday.,No Attack
Immediate action required: confirm your credentials at https://notion.so/login?id=37124 to prevent account suspension.,Attack
"Could you share the link to the document you mentioned? I couldn't find it.

Best,
Meera",No Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://example.com/docs?id=17852.,Attack
Please read: There was a policy change affecting your account. Please confirm your SSN and DOB at https://notion.so/auth?id=51614,Attack
Thanks for the great work on the research notes. Let's celebrate at lunch on Friday.,No Attack
Thanks again for covering my shift — I owe you one.,No Attack
Important: Your mailbox exceeded quota. Follow https://notion.so/confirm?id=22363 to avoid losing emails.,Attack
"I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately.",Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Acme Corp. I promise it's quick.",Attack
Can you help me test the staging build later today? I need another pair of eyes.,No Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
The boss is furious about the budget report. Can you send me the latest files so I can fix this before the meeting?,Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
"I heard there may be layoffs. Are you okay? If so, share your personal email so I can tell you privately.",Attack
"Hey Rahul, just checking in — are you free for a quick sync on the financial forecast tomorrow?",No Attack
I've been assigned to audit the confidential roadmap; share the files and I'll mark them confidential.,Attack
Please read: There was a policy change affecting your account. Please confirm your SSN and DOB at https://safe-verify.org/claim?id=75622,Attack
"I'm impressed with your recent work — would you like to present it to the team?

Best,
Ravi",No Attack
The boss is furious about the budget report. Can you send me the latest files so I can fix this before the meeting?,Attack
Immediate action required: confirm your credentials at https://example.com/secure?id=82384 to prevent account suspension.,Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
Important: Immediate action required: confirm your credentials at https://safe-verify.org/auth?id=45054 to prevent account suspension.,Attack
FYI: we've updated the internal wiki with the new onboarding steps.,No Attack
"Hey, it's Sam Thomas from Finity. I need your help urgently with the research notes — can you share your login so I can finish this now?",Attack
Urgent: Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
Great job on the presentation — the client loved it. Can you send the slides?,No Attack
Can you help me test the staging build later today? I need another pair of eyes.,No Attack
Would you be able to share the meeting minutes from last week?,No Attack
Could you share the link to the document you mentioned? I couldn't find it.,No Attack
Please find attached the notes from today's call. Let me know if I missed anything. Ping me if you have questions.,No Attack
"Please read: Hey, I'm new here and everyone is so cold... Could you share your access so I can finish this task?

Thanks, Jordan",Attack
Let's schedule 1:1 next week to discuss career goals and development.,No Attack
I saw a weird transaction on your account. Confirm your payment details here: https://example.com/docs?id=56210,Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
I saw a weird transaction on your account. Confirm your payment details here: https://acme-corp.com/verify?id=49132,Attack
Let's schedule 1:1 next week to discuss career goals and development.,No Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
Reminder: the team meeting is at 10 AM. Agenda: research notes status and next steps.,No Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
Great job on the presentation — the client loved it. Can you send the slides?,No Attack
Huge congratulations! You've been selected for an exclusive reward... Click https://trust-pay...io/confirm?id=62383 and provide your details to claim it...,Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://acme-corp.com/offer?id=70469,Attack
Your recent project was outstanding! Could you send me the full report (including attachments)? Appreciate your help.,Attack
"I hate to bother you, but I'm really stressed and need you to give me access to the server now.

Thanks, Team",Attack
I found something alarming about your account — please confirm your banking details at https://secure-login.net/login?id=94123.,Attack
Important: Immediate action required: confirm your credentials at https://trust-pay.io/docs?id=31679 to prevent account suspension.,Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task?",Attack
Thanks for the great work on the confidential roadmap. Let's celebrate at lunch on Friday.,No Attack
"Thanks for your help earlier — the fix worked perfectly.

Best,
Dana",No Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
The boss is furious about the research notes. Can you send me the latest files so I can fix this before the meeting?,Attack
"Hey, it's Casey Thomas from Globex. I need your help urgently with the financial forecast — can you share your login so I can finish this now?",Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
Thanks for the great work on the Q3 deliverables. Let's celebrate at lunch on Friday.,No Attack
Your account has been compromised. Reset your password now at https://acme-corp.com/docs?id=60052 or you'll lose access. Please advise.,Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://safe-verify.org/claim?id=40116.,Attack
Can you help me test the staging build later today? I need another pair of eyes. Please advise.,No Attack
Your account has been compromised. Reset your password now at https://safe-verify.org/auth?id=99727 or you'll lose access.,Attack
"Appreciate your input on the doc — minor edits only.

Best,
Dana",No Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Innotech. I promise it's quick.",Attack
"Hey Jordan, just checking in — are you free for a quick sync on the research notes tomorrow?

Best,
Sanjay",No Attack
"Immediate action required: confirm your credentials at https://example.com/offer?id=38298 to prevent account suspension.

Thanks, Admin Please advise.",Attack
There was a policy change affecting your account. Please confirm your SSN and DOB at https://trust-pay.io/verify?id=84928,Attack
Appreciate your input on the doc — minor edits only.,No Attack
Immediate action required: confirm your credentials at https://example...com/confirm?id=41891 to prevent account suspension...,Attack
Please find attached the notes from today's call. Let me know if I missed anything.,No Attack
Thanks for the great work on the deployment script. Let's celebrate at lunch on Friday.,No Attack
I'd love your feedback on the new template when you have time.,No Attack
Can you help me test the staging build later today? I need another pair of eyes.,No Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://trust-pay.io/offer?id=57600.,Attack
"Immediate action required: confirm your credentials at https://acme-corp.com/reset?id=63707 to prevent account suspension.

Thanks, Team",Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
Urgent: I found something alarming about your account — please confirm your banking details at https://trust-pay.io/auth?id=36171.,Attack
Thanks for the great work on the financial forecast. Let's celebrate at lunch on Friday.,No Attack
Your account has been compromised. Reset your password now at https://example.com/reset?id=88579 or you'll lose access.,Attack
Important: The boss is furious about the product spec. Can you send me the latest files so I can fix this before the meeting?,Attack
Important: I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
Important: I've been assigned to audit the security audit; share the files and I'll mark them confidential. Thanks in advance.,Attack
"Your mailbox exceeded quota. Follow https://trust-pay.io/update?id=80735 to avoid losing emails.

Thanks, Team",Attack
Urgent: You've been pre-approved for an exclusive offer. I need your details to process it at https://trust-pay.io/confirm?id=96602.,Attack
Urgent: Immediate action required: confirm your credentials at https://notion.so/reset?id=29313 to prevent account suspension.,Attack
Would you be able to share the meeting minutes from last week?,No Attack
Urgent: I've been assigned to audit the customer list; share the files and I'll mark them confidential.,Attack
You've been pre-approved for an exclusive offer. I need your details to process it at https://notion.so/reset?id=49384.,Attack
We need to verify your identity before payroll — confirm details at https://notion.so/docs?id=38426,Attack
Can you do me a favour? This is super important to me — send over the client list and I'll handle the rest.,Attack
I saw a weird transaction on your account. Confirm your payment details here: https://notion.so/verify?id=65392,Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://trust-pay.io/secure?id=33803,Attack
Can you help me test the staging build later today? I need another pair of eyes.,No Attack
Could you share the link to the document you mentioned? I couldn't find it.,No Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Astra Systems. I promise it's quick.",Attack
I've been assigned to audit the product spec; share the files and I'll mark them confidential.,Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Stellar Inc... I promise it's quick...

Thanks, Team",Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
Thanks for your help earlier — the fix worked perfectly.,No Attack
Please update the spreadsheet with your holiday dates when you get a chance.,No Attack
I'd love your feedback on the new template when you have time.,No Attack
I've been assigned to audit the product spec; share the files and I'll mark them confidential.,Attack
Your account has been compromised... Reset your password now at https://trust-pay...io/secure?id=94498 or you'll lose access...,Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
Reminder: the team meeting is at 10 AM. Agenda: sales pipeline status and next steps.,No Attack
Immediate action required: confirm your credentials at https://safe-verify.org/auth?id=28537 to prevent account suspension.,Attack
Your recent project was outstanding! Could you send me the full report (including attachments)?,Attack
Great job on the presentation — the client loved it. Can you send the slides?,No Attack
"You've been pre-approved for an exclusive offer. I need your details to process it at https://secure-login.net/docs?id=83792.

Thanks, Avery",Attack
"Urgent: I hate to bother you, but I'm really stressed and need you to give me access to the server now...",Attack
Huge congratulations! You've been selected for an exclusive reward. Click https://secure-login.net/login?id=52827 and provide your details to claim it.,Attack
"Urgent: I hate to bother you, but I'm really stressed and need you to give me access to the server now.",Attack
Urgent: I've been assigned to audit the budget report; share the files and I'll mark them confidential.,Attack
I saw a weird transaction on your account. Confirm your payment details here: https://acme-corp.com/verify?id=10191,Attack
I'm really worried about your account — we saw suspicious activity. Please verify your credentials immediately here: https://secure-login.net/auth?id=54280,Attack
I've been assigned to audit the security audit; share the files and I'll mark them confidential.,Attack
Important: I found something alarming about your account — please confirm your banking details at https://notion.so/update?id=28035. Please advise.,Attack
I've been assigned to audit the sales pipeline; share the files and I'll mark them confidential.,Attack
Your account has been compromised. Reset your password now at https://acme-corp.com/auth?id=96951 or you'll lose access.,Attack
Immediate action required: confirm your credentials at https://safe-verify.org/verify?id=49537 to prevent account suspension.,Attack
Your mailbox exceeded quota. Follow https://acme-corp.com/update?id=53559 to avoid losing emails.,Attack
"Quick FYI: the server maintenance is tomorrow night, expect brief downtime.",No Attack
I found something alarming about your account — please confirm your banking details at https://secure-login.net/auth?id=83620.,Attack
I found something alarming about your account — please confirm your banking details at https://example.com/update?id=99873.,Attack
"Please, I'm stuck and really need your password to resolve an urgent issue with Quantum Solutions. I promise it's quick.",Attack
Could you share the link to the document you mentioned? I couldn't find it.,No Attack
I'm impressed with your recent work — would you like to present it to the team? Appreciate it.,No Attack
I can't believe what happened to your colleague! You must be devastated. Can we chat? I need some information about your access.,Attack
"FYI: we've updated the internal wiki with the new onboarding steps.

Best,
Priya",No Attack
Let's schedule 1:1 next week to discuss career goals and development. Let me know if that works.,No Attack
"Hey, it's Jordan Anderson from Innotech. I need your help urgently with the research notes — can you share your login so I can finish this now?",Attack
"Hey, I'm new here and everyone is so cold. Could you share your access so I can finish this task? Let me know if that works.",Attack
"Can you review this draft when you have a moment? No rush, just want your feedback. Appreciate it.",No Attack
